Player,Club,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
Nico Schlotterbeck,Freiburg,GER,DF,18,4,2,226,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,1
Tim Kleindienst,Freiburg,GER,FW,22,4,2,200,2.2,0,0,0,0,0,0,0,0,0.7,0.7,0.1,0.8,2,5,11
Chima Okoroji,Freiburg,NGA,"DF,MF",21,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4
Mark Flekken,Freiburg,NED,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Yoric Ravet,Freiburg,FRA,"FW,MF",28,4,0,75,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,5
Christoph Daferner,Freiburg,GER,FW,20,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Patrick Kammerbauer,Freiburg,GER,FW,21,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Daniel Caligiuri,Schalke 04,ITA,"DF,FW",30,31,31,2756,30.6,7,3,10,3,4,6,9,0,6.5,1.8,5.4,7.2,107,155,141
Salif Sané,Schalke 04,SEN,DF,27,30,29,2614,29.0,2,0,2,2,0,0,4,0,1.6,1.6,0.3,1.9,25,97,7
Matija Nastasić,Schalke 04,SRB,DF,25,28,28,2449,27.2,1,0,1,1,0,0,6,1,2.0,2.0,0.2,2.3,13,80,1
Bastian Oczipka,Schalke 04,GER,"DF,FW",29,21,21,1875,20.8,1,5,6,1,0,0,3,0,0.4,0.4,4.2,4.7,63,67,65
Benjamin Stambouli,Schalke 04,FRA,"DF,MF",27,21,20,1763,19.6,0,2,2,0,0,0,3,0,0.1,0.1,0.4,0.5,21,105,12
Suat Serdar,Schalke 04,GER,MF,21,26,20,1729,19.2,2,1,3,2,0,0,4,2,3.0,3.0,2.4,5.4,29,67,58
Nabil Bentaleb,Schalke 04,ALG,MF,23,25,19,1792,19.9,3,0,3,0,3,3,4,0,3.5,1.1,0.9,2.0,42,101,39
Weston McKennie,Schalke 04,USA,"MF,FW",19,24,19,1746,19.4,1,4,5,1,0,0,6,0,3.0,3.0,2.3,5.3,29,59,88
Alexander Nübel,Schalke 04,GER,GK,21,18,18,1588,17.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,1
Guido Burgstaller,Schalke 04,AUT,FW,29,24,17,1526,17.0,4,0,4,4,0,0,4,0,5.9,5.9,1.4,7.2,23,22,111
Sebastian Rudy,Schalke 04,GER,MF,28,21,17,1356,15.1,0,0,0,0,0,0,4,0,0.3,0.2,1.2,1.4,11,65,31
Ralf Fährmann,Schalke 04,GER,GK,29,17,16,1470,16.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Mark Uth,Schalke 04,GER,"FW,MF",26,20,15,1407,15.6,2,1,3,2,0,0,3,0,4.7,4.7,1.6,6.3,25,25,94
Breel Embolo,Schalke 04,SUI,FW,21,20,15,1345,14.9,5,1,6,5,0,0,4,0,4.2,4.2,2.9,7.1,31,23,111
Amine Harit,Schalke 04,MAR,"MF,FW",21,18,12,1082,12.0,1,1,2,1,0,0,1,0,1.0,1.0,1.2,2.2,64,59,89
Alessandro Schöpf,Schalke 04,AUT,"MF,DF",24,15,11,1004,11.2,1,0,1,1,0,0,3,0,1.2,1.2,1.4,2.6,43,35,49
Omar Mascarell,Schalke 04,ESP,MF,25,14,11,993,11.0,0,2,2,0,0,0,2,0,0.2,0.2,0.3,0.5,8,43,1
Steven Skrzybski,Schalke 04,GER,"FW,MF",25,12,8,664,7.4,3,1,4,3,0,0,1,0,2.6,2.6,1.1,3.7,12,12,52
Yevhen Konoplyanka,Schalke 04,UKR,"FW,MF",28,13,7,656,7.3,1,1,2,1,0,0,0,1,1.5,1.5,0.9,2.4,36,16,51
Naldo,Schalke 04,BRA,DF,35,7,7,630,7.0,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,5,28,3
Jeffrey Bruma,Schalke 04,NED,DF,26,9,7,624,6.9,0,0,0,0,0,0,4,0,0.1,0.1,0.0,0.1,7,34,1
Hamza Mendyl,Schalke 04,MAR,DF,20,9,7,544,6.0,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,21,15,32
Nassim Boujellab,Schalke 04,MAR,MF,19,7,4,378,4.2,0,1,1,0,0,0,0,0,0.7,0.7,0.5,1.1,15,16,17
Ahmed Kutucu,Schalke 04,TUR,"FW,MF",18,13,3,425,4.7,2,0,2,2,0,0,0,0,1.4,1.4,0.1,1.5,15,4,24
Franco Di Santo,Schalke 04,ARG,"MF,FW",29,4,3,245,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,7,2,19
Haji Wright,Schalke 04,USA,FW,20,7,2,197,2.2,1,0,1,1,0,0,0,0,0.9,0.9,0.0,0.9,2,1,17
Baba Rahman,Schalke 04,GHA,DF,24,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,10,11,3
Cedric Teuchert,Schalke 04,GER,"FW,MF",21,5,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,6
Rabbi Matondo,Schalke 04,WAL,"FW,MF",17,7,1,189,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.9,6,3,11
Jonas Carls,Schalke 04,GER,FW,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,2,1
George Timotheou,Schalke 04,AUS,DF,21,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0
Sascha Riether,Schalke 04,GER,FW,35,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Daniel Baier,Augsburg,GER,MF,34,33,33,2815,31.3,0,1,1,0,0,0,7,0,0.9,0.9,1.2,2.1,50,187,34
Rani Khedira,Augsburg,GER,"DF,MF",24,30,30,2624,29.2,4,1,5,4,0,0,6,0,1.5,1.5,0.6,2.1,14,72,27
Philipp Max,Augsburg,GER,"DF,MF",24,30,30,2569,28.5,4,2,6,4,0,0,1,0,2.4,2.4,4.9,7.3,63,89,155
Jonathan Schmid,Augsburg,FRA,DF,28,28,28,2520,28.0,3,7,10,3,0,0,1,0,0.8,0.8,3.3,4.1,43,109,87
Michael Gregoritsch,Augsburg,AUT,"MF,FW",24,32,28,2487,27.6,6,2,8,5,1,1,4,0,10.1,9.3,2.5,11.8,36,102,145
Jeffrey Gouweleeuw,Augsburg,NED,DF,27,25,24,2092,23.2,0,2,2,0,0,0,4,0,0.7,0.7,2.0,2.7,25,127,2
André Hahn,Augsburg,GER,"FW,MF",27,28,21,2052,22.8,4,4,8,4,0,0,7,0,2.9,2.9,4.1,7.0,41,29,127
Koo Ja-cheol,Augsburg,KOR,MF,29,26,19,1640,18.2,2,1,3,2,0,0,3,0,3.7,3.7,0.8,4.5,24,65,48
Martin Hinteregger,Augsburg,AUT,DF,25,18,18,1575,17.5,2,0,2,2,0,0,0,0,0.9,0.9,0.7,1.6,16,65,2
Marco Richter,Augsburg,GER,"MF,FW",20,25,17,1426,15.8,4,6,10,4,0,0,4,0,3.5,3.5,2.9,6.5,57,45,142
Alfreð Finnbogason,Augsburg,ISL,FW,29,18,17,1335,14.8,10,1,11,6,4,4,2,0,10.6,7.5,2.4,9.8,21,27,110
Gregor Kobel,Augsburg,SUI,GK,20,16,16,1389,15.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Andreas Luthe,Augsburg,GER,GK,31,15,14,1311,14.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Kevin Danso,Augsburg,AUT,DF,19,18,13,1247,13.9,1,1,2,1,0,0,3,0,0.5,0.5,0.2,0.7,6,36,2
Kostas Stafylidis,Augsburg,GRE,DF,24,12,11,920,10.2,0,0,0,0,0,0,1,0,0.3,0.3,1.0,1.3,14,39,23
Caiuby,Augsburg,BRA,"MF,FW",30,14,10,1006,11.2,1,1,2,1,0,0,3,0,2.2,2.2,1.0,3.2,29,31,82
Ji Dong-won,Augsburg,KOR,"MF,FW",27,14,10,891,9.9,4,1,5,4,0,0,2,0,1.6,1.6,1.0,2.6,29,42,53
Jan Morávek,Augsburg,CZE,MF,28,13,7,757,8.4,0,2,2,0,0,0,1,0,0.2,0.2,0.6,0.9,5,28,7
Raphael Framberger,Augsburg,GER,"DF,MF",22,7,6,548,6.1,0,0,0,0,0,0,2,0,0.0,0.0,1.5,1.5,23,22,24
Reece Oxford,Augsburg,ENG,DF,19,8,6,505,5.6,0,1,1,0,0,0,0,1,0.3,0.3,0.1,0.4,2,14,1
Fabian Giefer,Augsburg,GER,GK,28,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Sergio Córdova,Augsburg,VEN,FW,20,20,3,531,5.9,3,0,3,3,0,0,1,0,1.0,1.0,0.2,1.2,8,11,27
Julian Schieber,Augsburg,GER,FW,29,9,3,258,2.9,1,0,1,1,0,0,1,0,0.7,0.7,0.6,1.3,2,7,24
Georg Teigl,Augsburg,AUT,"MF,FW",27,6,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,7
Fredrik Jensen,Augsburg,FIN,"FW,MF",20,6,2,207,2.3,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.0,3,3,9
Simon Asta,Augsburg,GER,DF,17,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,3
Christoph Janker,Augsburg,GER,"MF,FW",33,4,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Felix Götze,Augsburg,GER,MF,20,6,0,126,1.4,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,0,4,2
Jan-Ingwer Callsen-Bracker,Augsburg,GER,DF,33,1,0,7,0.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0
Jozo Stanić,Augsburg,CRO,MF,19,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Ron-Robert Zieler,Stuttgart,GER,GK,29,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0
Benjamin Pavard,Stuttgart,FRA,DF,22,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.9,0.9,0.6,1.5,22,92,21
Santiago Ascacíbar,Stuttgart,ARG,MF,21,27,27,2428,27.0,0,0,0,0,0,0,10,1,1.3,1.3,0.5,1.9,27,100,28
Mario Gómez,Stuttgart,GER,FW,33,31,25,2211,24.6,7,2,9,7,0,0,4,1,9.3,9.3,2.7,12.0,18,37,111
Emiliano Insúa,Stuttgart,ARG,DF,29,27,24,2114,23.5,2,2,4,2,0,0,4,1,0.5,0.5,2.5,3.0,70,105,108
Christian Gentner,Stuttgart,GER,"MF,FW",32,29,24,2018,22.4,0,5,5,0,0,0,3,0,2.5,2.5,2.1,4.6,33,134,65
Nicolás González,Stuttgart,ARG,"FW,MF",20,30,23,2162,24.0,2,3,5,2,0,0,2,1,6.3,6.3,3.9,10.2,62,51,154
Marc-Oliver Kempf,Stuttgart,GER,DF,23,23,23,2025,22.5,2,0,2,2,0,0,3,0,1.7,1.7,0.3,2.0,20,99,4
Andreas Beck,Stuttgart,GER,DF,31,24,21,1776,19.7,0,2,2,0,0,0,2,0,0.7,0.7,1.4,2.1,15,63,48
Gonzalo Castro,Stuttgart,GER,MF,31,25,19,1692,18.8,2,4,6,2,0,0,4,0,1.2,1.2,2.2,3.4,24,92,37
Timo Baumgartl,Stuttgart,GER,DF,22,18,18,1620,18.0,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,5,43,7
Ozan Kabak,Stuttgart,TUR,DF,18,15,15,1350,15.0,3,0,3,3,0,0,4,0,1.3,1.3,0.1,1.4,13,44,4
Alexander Esswein,Stuttgart,GER,"MF,FW",28,17,15,1251,13.9,0,0,0,0,0,0,3,0,1.7,1.7,1.3,3.0,34,24,138
Steven Zuber,Stuttgart,SUI,"MF,FW",26,13,13,1051,11.7,5,1,6,4,1,1,3,0,3.2,2.4,1.3,3.6,26,44,72
Dennis Aogo,Stuttgart,GER,MF,31,15,13,1025,11.4,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.9,12,38,13
Anastasios Donis,Stuttgart,GRE,"FW,MF",21,24,11,962,10.7,5,2,7,5,0,0,4,0,2.9,2.9,1.0,3.9,33,8,79
Daniel Didavi,Stuttgart,GER,"MF,FW",28,20,8,956,10.6,2,2,4,2,0,0,0,0,1.9,1.9,2.7,4.6,29,45,70
Pablo Maffeo,Stuttgart,ESP,"DF,MF",21,8,8,597,6.6,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,7,10,32
Borna Sosa,Stuttgart,CRO,"DF,MF",20,12,7,616,6.8,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.7,14,38,27
Erik Thommy,Stuttgart,GER,"MF,FW",23,19,6,794,8.8,1,1,2,1,0,0,3,1,1.2,1.2,1.5,2.7,27,33,62
Chadrac Akolo,Stuttgart,COD,"MF,FW",23,16,5,525,5.8,0,1,1,0,0,0,0,0,0.9,0.9,0.5,1.4,14,14,40
Holger Badstuber,Stuttgart,GER,DF,29,10,5,522,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,0
Antonis Aidonis,Stuttgart,GER,DF,17,2,1,80,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,3
Berkay Özcan,Stuttgart,TUR,"MF,DF",20,3,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
Hans Nunoo Sarpei,Stuttgart,GHA,"FW,MF",19,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1
Leon Dajaku,Stuttgart,GER,"DF,MF",17,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0
Waldemar Anton,Hannover 96,GER,DF,22,34,34,3060,34.0,1,0,1,1,0,0,4,0,1.8,1.8,0.2,2.0,35,96,17
Michael Esser,Hannover 96,GER,GK,30,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,0,0,0
Pirmin Schwegler,Hannover 96,SUI,MF,31,27,25,2075,23.1,0,1,1,0,0,0,7,0,0.3,0.3,3.0,3.4,13,117,11
Walace,Hannover 96,BRA,MF,23,26,23,1996,22.2,1,1,2,1,0,0,5,0,0.8,0.8,0.6,1.4,26,88,23
Genki Haraguchi,Hannover 96,JPN,"MF,DF",27,28,22,2133,23.7,0,3,3,0,0,0,1,0,2.6,2.6,2.8,5.4,60,82,78
Miiko Albornoz,Hannover 96,CHI,"DF,MF",27,22,19,1660,18.4,1,3,4,1,0,0,3,1,0.3,0.3,1.5,1.8,34,71,75
Hendrik Weydandt,Hannover 96,GER,FW,23,28,18,1723,19.1,6,1,7,6,0,0,1,0,8.0,8.0,4.5,12.4,29,31,125
Oliver Sorg,Hannover 96,GER,DF,28,19,18,1580,17.6,0,0,0,0,0,0,6,1,0.1,0.1,0.5,0.6,25,65,22
Kevin Wimmer,Hannover 96,AUT,DF,25,22,17,1683,18.7,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,9,79,0
Linton Maina,Hannover 96,GER,"FW,MF",19,20,17,1414,15.7,1,3,4,1,0,0,0,0,1.6,1.6,2.7,4.4,61,52,89
Marvin Bakalorz,Hannover 96,GER,MF,28,25,16,1470,16.3,1,0,1,1,0,0,5,0,0.8,0.8,0.6,1.4,17,29,40
Matthias Ostrzolek,Hannover 96,GER,DF,28,18,16,1468,16.3,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,25,51,40
Felipe,Hannover 96,BRA,DF,31,17,14,1095,12.2,2,0,2,2,0,0,5,1,1.1,1.1,0.0,1.1,7,24,2
Niclas Füllkrug,Hannover 96,GER,FW,25,14,13,1112,12.4,2,1,3,1,1,1,1,0,3.8,3.1,0.9,3.9,24,46,102
Bobby Wood,Hannover 96,USA,"FW,MF",25,20,12,1182,13.1,3,1,4,3,0,0,1,0,2.5,2.5,1.8,4.3,25,24,92
Ihlas Bebou,Hannover 96,TOG,"MF,FW",24,12,12,1066,11.8,4,3,7,3,1,1,1,0,4.6,3.8,1.9,5.7,48,48,97
Julian Korb,Hannover 96,GER,DF,26,12,11,1006,11.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,19,55,44
Nicolai Müller,Hannover 96,GER,"MF,FW",30,14,11,899,10.0,3,0,3,3,0,0,2,0,2.4,2.4,0.8,3.2,19,21,48
Takuma Asano,Hannover 96,JPN,"MF,FW",23,13,9,699,7.8,0,0,0,0,0,0,0,0,1.6,1.6,0.4,2.0,21,14,59
Josip Elez,Hannover 96,CRO,DF,24,10,7,646,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,14,29,0
Florent Muslija,Hannover 96,KVX,"MF,FW",20,17,6,679,7.5,2,0,2,2,0,0,1,0,1.2,1.2,0.7,2.0,28,30,51
Jonathas,Hannover 96,BRA,FW,29,10,6,607,6.7,3,1,4,2,1,1,3,1,2.3,1.5,0.1,1.6,9,8,33
Iver Fossum,Hannover 96,NOR,MF,22,9,5,455,5.1,0,0,0,0,0,0,0,0,0.2,0.2,1.1,1.3,4,12,14
Kevin Akpoguma,Hannover 96,NGA,DF,23,4,4,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,20,0
Noah Joel Sarenren Bazee,Hannover 96,NGA,"FW,MF",21,3,3,155,1.7,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,6,2,17
Edgar Prib,Hannover 96,GER,MF,28,4,2,202,2.2,0,1,1,0,0,0,1,0,0.6,0.6,0.5,1.0,9,10,8
Samuel Şahin-Radlinger,Hannover 96,AUT,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Philipp Tschauner,Hannover 96,GER,GK,32,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Sebastian Soto,Hannover 96,USA,"MF,FW",18,3,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1
Benjamin Hadžić,Hannover 96,BIH,"FW,MF",19,3,0,25,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2
Uffe Bech,Hannover 96,DEN,FW,25,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,3,1,4
Tim Dierßen,Hannover 96,GER,MF,22,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Tim Leibold,Nurnberg,GER,DF,24,32,32,2765,30.7,0,2,2,0,0,1,6,1,2.0,1.2,2.7,3.9,85,111,106
Lukas Mühl,Nurnberg,GER,DF,21,31,31,2790,31.0,1,0,1,1,0,0,4,0,1.0,1.0,0.8,1.8,14,70,5
Hanno Behrens,Nurnberg,GER,MF,28,30,30,2639,29.3,4,1,5,2,2,4,3,0,7.9,4.8,1.5,6.2,25,78,54
Georg Margreitter,Nurnberg,AUT,DF,29,27,22,2064,22.9,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.4,18,113,5
Christian Mathenia,Nurnberg,GER,GK,26,22,22,1932,21.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0
Mikael Ishak,Nurnberg,SWE,FW,25,29,22,1917,21.3,4,3,7,4,0,1,1,0,4.5,3.8,2.1,5.9,25,27,100
Robert Bauer,Nurnberg,GER,DF,23,22,19,1722,19.1,0,0,0,0,0,0,4,1,0.2,0.2,1.1,1.3,31,72,49
Ondřej Petrák,Nurnberg,CZE,MF,26,22,18,1624,18.0,0,0,0,0,0,0,5,0,0.6,0.6,0.3,0.9,6,44,15
Eduard Löwen,Nurnberg,GER,"MF,FW",21,22,17,1623,18.0,3,2,5,3,0,0,3,0,3.1,3.1,1.9,5.0,46,98,59
Virgil Misidjan,Nurnberg,SUR,"MF,FW",25,23,17,1543,17.1,1,1,2,1,0,0,5,0,2.5,2.5,0.9,3.4,62,39,135
Sebastian Kerk,Nurnberg,GER,"MF,FW",24,21,17,1179,13.1,0,1,1,0,0,0,0,0,0.8,0.8,2.9,3.7,10,20,53
Matheus Pereira,Nurnberg,POR,"MF,FW",22,19,16,1232,13.7,3,2,5,3,0,0,3,1,2.3,2.3,1.4,3.7,49,63,73
Yuya Kubo,Nurnberg,JPN,"FW,MF",24,22,15,1357,15.1,1,0,1,1,0,0,2,0,2.4,2.4,0.8,3.1,30,29,95
Ewerton,Nurnberg,BRA,DF,29,18,15,1341,14.9,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,2,20,0
Enrico Valentini,Nurnberg,ITA,DF,29,15,15,1299,14.4,0,2,2,0,0,0,2,0,0.2,0.2,1.4,1.6,34,62,65
Patrick Erras,Nurnberg,GER,MF,23,19,13,1222,13.6,0,1,1,0,0,0,1,0,0.8,0.7,0.8,1.5,3,37,3
Fabian Bredlow,Nurnberg,GER,GK,23,13,12,1128,12.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0
Adam Zreľák,Nurnberg,SVK,FW,24,14,10,941,10.5,2,1,3,2,0,0,4,0,3.7,3.7,0.6,4.3,0,9,51
Federico Palacios Martínez,Nurnberg,GER,"MF,FW",23,17,9,942,10.5,2,0,2,2,0,0,1,0,1.3,1.3,0.4,1.7,11,27,44
Alexander Fuchs,Nurnberg,GER,"MF,FW",21,9,8,655,7.3,1,0,1,1,0,0,3,0,0.6,0.6,0.7,1.3,11,30,23
Simon Rhein,Nurnberg,GER,MF,20,8,7,494,5.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.1,10,24,0
Kevin Goden,Nurnberg,GER,"DF,MF",19,5,3,273,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,4,7
Törles Knöll,Nurnberg,GER,"FW,MF",20,16,2,370,4.1,1,0,1,1,0,0,0,0,1.0,1.0,0.1,1.1,4,4,18
Timmy Tillman,Nurnberg,GER,"FW,MF",19,6,1,206,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,2,3,6
Edgar Salli,Nurnberg,CMR,"FW,MF",25,3,1,116,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,6
Ivo Iličević,Nurnberg,CRO,MF,31,3,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,4
Lukas Jäger,Nurnberg,AUT,"FW,MF",24,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Gerard Piqué,Barcelona,ESP,DF,31,35,35,3150,35.0,4,2,6,4,0,0,6,0,3.3,3.3,1.4,4.6,32,127,13
Marc-André ter Stegen,Barcelona,GER,GK,26,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Jordi Alba,Barcelona,ESP,DF,29,36,32,2991,33.2,2,8,10,2,0,0,6,0,1.8,1.8,6.7,8.5,63,207,372
Luis Suárez,Barcelona,URU,FW,31,33,31,2827,31.4,21,6,27,17,4,4,5,0,23.1,20.0,6.9,26.9,73,97,294
Sergio Busquets,Barcelona,ESP,MF,30,35,30,2715,30.2,0,1,1,0,0,0,10,0,0.4,0.4,1.5,1.9,12,198,13
Lionel Messi,Barcelona,ARG,FW,31,34,29,2713,30.1,36,13,49,32,4,5,3,0,23.8,19.9,14.4,34.2,153,328,206
Ivan Rakitić,Barcelona,CRO,MF,30,34,29,2643,29.4,3,5,8,3,0,0,7,1,2.6,2.6,2.0,4.6,56,263,71
Sergi Roberto,Barcelona,ESP,"DF,MF",26,29,23,2088,23.2,0,7,7,0,0,0,3,0,0.5,0.5,3.6,4.1,66,104,222
Philippe Coutinho,Barcelona,BRA,"FW,MF",26,34,22,2018,22.4,5,2,7,5,0,0,2,0,7.4,7.4,3.7,11.1,101,158,229
Clément Lenglet,Barcelona,FRA,DF,23,23,22,1933,21.5,1,0,1,1,0,0,8,1,0.9,0.9,0.0,0.9,6,49,2
Arturo Vidal,Barcelona,CHI,MF,31,33,22,1929,21.4,3,7,10,3,0,0,7,0,3.4,3.4,4.8,8.2,17,104,74
Ousmane Dembélé,Barcelona,FRA,"FW,MF",21,29,20,1661,18.5,8,5,13,8,0,0,1,0,3.8,3.8,4.9,8.7,113,80,232
Nélson Semedo,Barcelona,POR,DF,24,26,20,1600,17.8,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.6,54,44,119
Arthur Melo,Barcelona,BRA,MF,21,27,19,1430,15.9,0,1,1,0,0,0,2,0,0.3,0.3,1.1,1.4,16,120,21
Samuel Umtiti,Barcelona,FRA,DF,24,14,13,1189,13.2,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.8,11,69,2
Thomas Vermaelen,Barcelona,BEL,DF,32,9,7,587,6.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,22,2
Carles Aleñá,Barcelona,ESP,MF,20,17,6,637,7.1,2,0,2,2,0,0,2,0,1.3,1.3,0.7,2.0,18,65,38
Malcom,Barcelona,BRA,"FW,MF",21,15,6,614,6.8,1,2,3,1,0,0,0,0,1.4,1.4,1.7,3.1,26,18,98
Jasper Cillessen,Barcelona,NED,GK,29,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0
Kevin-Prince Boateng,Barcelona,GHA,FW,31,3,3,239,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,0,2,17
Rafinha,Barcelona,BRA,"FW,MF",25,5,3,223,2.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.4,5,5,13
Moussa Wagué,Barcelona,SEN,"DF,FW",19,3,2,225,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,10,25
Jean-Clair Todibo,Barcelona,FRA,DF,18,2,2,157,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0
Riqui Puig,Barcelona,ESP,MF,18,2,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,5,16,8
Munir El Haddadi,Barcelona,MAR,FW,22,7,1,152,1.7,1,1,2,1,0,0,0,0,0.9,0.9,0.6,1.5,1,1,15
Jeison Murillo,Barcelona,COL,DF,26,2,1,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,13,0
Álex Collado,Barcelona,ESP,FW,19,1,0,85,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,2
Abel Ruiz,Barcelona,ESP,FW,18,1,0,22,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,4,2,3
Denis Suárez,Barcelona,ESP,"MF,DF",24,2,0,19,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,2,1,3
Carles Pérez,Barcelona,ESP,FW,20,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,1
Jan Oblak,Atletico Madrid,SVN,GK,25,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0
Antoine Griezmann,Atletico Madrid,FRA,"FW,MF",27,37,37,3198,35.5,15,8,23,12,3,3,5,0,13.9,11.6,7.7,19.3,87,136,241
